79.93,1.21,2.08,0.17,0.69,0.52,0.35,0.17,0,0.17,0.17,13.84,0,0,0,0.87,0,1
76.82,2.38,0.65,0.07,1.08,0.36,0.36,0.07,0,0.07,0.07,20.07,0.43,0.43,0.07,1.01,0.87,1
79.26,2.16,2.76,0.12,1.44,0.6,0.48,0,0,0.24,0,17.27,0.24,0.12,0,0.24,0.48,1
84.05,2.22,0.59,0.59,0.89,0.59,0,0,0.15,0.44,0,16.4,0.15,0,0,0.15,1.48,1
76.15,3.06,1.22,0.76,1.53,1.68,0.46,0.15,0.31,0.15,0,22.02,0.92,0,0,0.31,0.61,1
78.98,2.81,0.76,0.08,1.52,0.46,0.38,0.08,0,0.08,0,13.13,0.08,0,0,1.06,0.38,1
75.48,0.65,0.65,0,1.29,0.48,0,0,0,0.16,0,20.16,0.16,0,0,0.65,0.32,1
72.42,4.16,0.35,0.09,2.25,0.61,0.26,1.65,0,0,0,13.36,0.17,0,0.09,0.69,0.52,1
75.45,1.82,0.76,0,2.58,1.06,0,0,0.15,0,0,15.15,0.61,0,0,0.61,1.21,1
77.75,1.61,0.47,0.09,1.14,0,0.38,0,0,0,0,11.84,0.28,0.28,0,0.09,0,1
83.93,0.93,1.27,0.24,1.7,0.77,0.02,0.05,0.24,0.12,0.12,17.17,0.48,0,0.69,0.38,0.14,1
73.05,1.27,2.12,0.17,1.78,0.25,0.34,0.93,0,0,0,16.19,0.08,0.08,0.34,1.1,0,1
74.28,1.67,0.61,0,1.37,0.3,0.15,0,0,0.3,0.3,12.33,0,0,0,0.3,0,1
81.76,2.32,3.81,0.33,2.65,1,0.5,0.17,0,0,0.5,23.38,0.33,0,0,1.16,0.66,1
71.2,2.77,0.48,0.48,0.84,0.72,0.84,1.08,0.36,0.12,0.24,21.93,3.13,0.12,0,1.2,0.84,1
72.94,3.8,1.42,0.63,2.06,0.16,0.47,0,0.16,0.16,0,18.2,0.79,0,0,1.58,1.9,1
76.14,1.47,0.74,0,2.5,0,0.15,0.59,0,0,0,16.64,1.18,0,0,0.29,0.59,1
70.8,2.94,0.78,0,0.95,2.12,0.69,0.78,0,0,0,16,0.13,0,0,0.56,0.26,1
75.19,3.91,0.99,0.06,1.21,0.11,0.17,0.22,0.11,0,0.11,19.35,0.61,0.06,0,0.06,1.87,1
78.71,4.18,1.9,0.38,2.09,0.76,0,0,0.19,0.38,0,16.54,0,0,0.19,0.57,0.38,1
77.04,1.58,1.37,0.14,1.99,0.82,0,0,0,0.07,0.07,18.49,0.41,0,0.07,1.03,0.41,1
77.42,1.61,0.12,0,1.99,0.37,0.25,0,0.12,0,0.37,13.9,0,0,0.25,0,1.24,1
74.51,0.49,3.16,0,1.82,0.24,0,0.12,0,0.12,0,12.86,0.12,0,0,1.46,0,1
73.11,0.88,0.35,0,1.05,0.35,0.35,0,0,0,0,15.64,0.7,0,0,1.58,1.05,1
