function,article,prep,number,quant,anger,friend,cause,hear,bio,time,swear,netspeak,Type
51.02,10.06,10.99,1.12,1.68,2.23,0,0.56,1.12,1.68,5.03,0.37,0.37,Fake
47.78,7.43,15.09,0.72,1.44,1.8,0.12,1.56,0.6,0.6,2.99,0,0,Fake
37.97,5.93,13.73,2.03,0.51,3.05,0,3.56,1.19,1.19,4.07,0,0,Fake
44.79,7.47,15.91,1.38,1.38,0.2,0,1.38,1.18,1.77,7.07,0,0,Fake
38.19,8.25,15.7,2.59,2.27,0.32,0,1.62,0.32,0.32,3.24,0,0.81,Fake
48.97,10.06,14.6,1.03,1.58,0.76,0.28,2,1.03,0.55,2.82,0,0,Fake
39.78,7.96,15.37,3.25,2.35,0.72,0.36,1.27,1.27,1.08,4.34,0,0.36,Fake
49.29,8.77,14.88,1.18,1.23,1.08,0.15,1.87,0.34,1.28,4.98,0,0,Fake
37.93,9,14.37,8.24,2.87,0.96,0,0.77,1.72,2.11,7.47,0,0,Fake
47.86,8.24,15.37,2.85,3.49,0.32,0,2.06,1.43,0.95,6.34,0,0,Fake
44.65,13.84,13.55,2,2.71,0.86,0,1,0.86,0.86,4.42,0,0.14,Fake
48.81,8.07,10.83,1.65,1.47,0.37,0.18,3.3,0.55,2.02,3.12,0.18,0.73,Fake
44.83,10.18,14.12,1.72,1.97,3.28,0.16,1.4,0.16,1.64,4.76,0,0.08,Fake
46.59,7.76,13.43,1.05,3.46,0.73,0.84,1.57,0.94,0.73,5.04,0.21,0.1,Fake
45.47,6.1,15.16,1.57,1.57,4.13,0,1.57,1.18,0.39,5.71,0.39,0,Fake
54.65,6.72,14.79,1.1,3.3,0.12,0.12,2.2,0.12,0.98,2.08,0,0,Fake
46.66,6.85,14.03,2.77,3.26,0.65,0,0.82,0.49,0.16,4.73,0,0.33,Fake
46.77,8.11,15.43,1.09,1.83,2.09,0.04,1.39,0.39,0.35,2.88,0.04,0.04,Fake
47.2,6.58,11.87,2.75,2.26,2.06,0.1,2.16,0.49,0.49,5.59,0,0,Fake
50,9.71,14.33,1.35,1.69,1.47,0,1.92,0.68,0.56,2.71,0,0.23,Fake
48.97,8.1,14.65,1.41,1.8,0.26,0.13,1.8,0.13,0.64,6.04,0,0.13,Fake
46,6.49,15.54,2.26,2.41,1.06,0.45,1.81,0.45,0.6,4.83,0.45,0.6,Fake
39.08,8.19,12.77,0.87,1.97,0.33,0,2.29,0.22,12.12,4.26,0,0,Fake
37.53,10.96,15.37,2.9,0.88,0.5,0.25,1.01,0.76,0.63,5.42,0,0.13,Fake
49.36,7.18,14.95,1.18,4.52,0.59,0.1,3.83,0.39,1.97,3.74,0,0.1,Fake
41.88,5.75,13.62,1.75,2.5,2.5,0,1.62,0.25,0.5,2.25,0,0,Fake
54.28,6.56,13.72,0.61,3.93,0,0.09,2.36,0.52,1.92,7.08,0,0,Fake
56.07,9.94,14.11,1.47,2.52,0.31,0.25,1.41,0.31,0.74,4.23,0,0,Fake
42.21,9.02,15.39,3.66,1.89,0.63,0.13,2.02,0.5,3.34,4.35,0,0.06,Fake
62.86,7.79,12.99,1.04,0.91,2.99,0.26,1.3,1.82,2.73,2.21,0,0,Fake
41.2,9.92,15.47,1.77,1.18,0.71,0,1.42,2.13,0.59,3.9,0,0.94,Fake
37.35,7.1,16.2,3.35,1.74,1.47,0,2.28,2.01,0,3.21,0,0.13,Fake
43.31,8.39,15.33,1.7,2.55,2.55,0.12,1.34,0.49,1.82,2.68,0,0,Fake
41.85,9.52,14.42,1.82,1.05,0.28,0,1.26,1.68,0.28,5.88,0,0,Fake
51.73,8.03,14.67,1.29,2.18,0.2,0,1.39,0.59,0.1,5.95,0,0,Fake
43.66,7.43,15.88,2.18,1.02,1.02,0.13,2.05,0.51,0.9,5.63,0,0.38,Fake
42.92,9.81,14.87,2.6,1.3,0.67,0.14,1.57,0.24,0.53,4.8,0.02,0,Fake
51.35,6.04,13.35,1.27,2.23,0.16,0,2.54,0.95,5.25,2.7,0,0.16,Fake
50.97,7.6,13.41,2.68,2.24,0.75,0.15,0.6,0.89,1.64,6.71,0.15,0.15,Fake
48.39,6.44,14.9,2.74,2.38,0.12,0.36,1.91,0.12,1.79,5.13,0.12,0,Fake
43.12,11.67,14.94,3.62,1.81,1.46,0.29,2.57,1.17,1.34,2.86,0.06,0,Fake
47.22,10.69,15.87,2.43,0.98,0.25,0.06,1.1,1.01,0.09,4.67,0,0.03,Fake
48.31,8.17,15.99,4.8,1.95,0,0,1.78,1.07,1.07,6.57,0,0.18,Fake
59.08,7.81,15.62,1.21,3.33,0.48,0,1.39,0.54,1.15,3.69,0,0,Fake
41.36,6.53,15.9,5.51,2.85,0.28,0,1.19,0.09,1.01,7.08,0.09,0.37,Fake
43.28,9.55,14.33,1.19,1.49,0.9,0,1.94,0.9,0.6,4.48,0,0.75,Fake
42,7.13,12.52,5.2,3.85,0,0,1.73,0.77,0.96,5.2,0,0.19,Fake
43.81,9.44,15.48,4.8,0.93,0.62,0.15,1.24,0,0.15,2.79,0,0.15,Fake
46.6,7.38,15.17,3.09,2.34,0.48,0.15,1.65,0.45,0.69,4.5,0,0.12,Fake
49.64,8.2,14.8,2.67,1.43,0.18,0,1.43,0.62,0,4.81,0,0,Fake
46.06,8.66,14.53,2.32,2.78,1.08,0,1.08,0.62,0.62,4.17,0.15,0.62,Fake
47.47,6.74,12.88,3.02,1.88,0.2,0.05,1.24,0.89,3.27,6.64,0,0.3,Fake
44.3,9.04,15.37,2.35,2.17,0.72,0,0.9,0.54,0.72,5.06,0,0.18,Fake
49.06,5.37,13.18,1.3,2.28,1.95,0.08,1.71,1.06,2.6,3.74,0.57,0.08,Fake
41,11.23,13.88,3.07,2.12,0.85,0.04,1.55,0.07,0.49,5.19,0.28,0,Fake
47.87,9.11,16.03,1.73,1.61,1.73,0.23,1.61,0,0.58,3.11,0.23,0,Fake
50.89,7.27,14.23,1.83,3.6,0.06,0,2.38,0.06,1.47,6.35,0,0,Fake
45.19,8.18,12.77,3.16,1.43,0.72,0.14,1.58,1.29,0.43,6.46,0,0.43,Fake
50.3,7.28,15.3,3.08,2.3,1.79,0.3,1.29,0.37,0.85,3.89,0.17,0,Fake
51.73,8.17,14.71,1.25,2.12,0.19,0,1.35,0.58,0.1,6.15,0,0.1,Fake
51.61,7.71,12.9,1.79,1.43,0.36,0.18,1.61,0.36,0.36,3.58,0,1.43,Fake
40.28,8.85,14.69,2.21,2.21,0.79,0,2.37,0.47,1.58,2.37,0,0,Fake
42.84,9.71,15.29,1.18,1.57,0.98,0.1,2.25,0.78,0.29,2.75,0,0.1,Fake
41.05,10.7,14.06,1.12,1.6,1.12,0.16,1.92,0.16,0.48,5.11,0,0.16,Fake
48.02,5.14,12.25,1.58,0.79,0.99,0,0.4,1.58,0.79,4.35,0.4,0.2,Fake
49.08,6.34,13.19,2.84,1.34,0.5,0,1.17,0.33,0.5,2.84,0,1.17,Fake
46.55,10.73,13.28,1.28,2.98,0.32,0.21,1.17,0.64,0.74,3.51,0,0.11,Fake
44.67,9.05,14.31,3.21,1.02,0.44,0.15,1.9,0.15,0.44,6.13,0,0,Fake
43.71,7.78,13.41,2.92,3.13,1.25,0.14,1.74,0.69,3.34,2.78,0.69,0.21,Fake
48.89,10.45,17.33,1.16,2.03,0.77,0.1,1.55,0.68,1.84,3.97,0,0,Fake
39.26,8.51,14.7,4.26,1.55,1.74,0.39,1.74,0.58,1.55,5.42,0,0,Fake
47.91,8.77,13.99,3.08,2.92,0.32,0,1.19,0.55,0.24,3.4,0,0,Fake
47.57,7.61,12.06,1.05,2.43,0.89,0.32,1.94,0.4,0.24,4.05,0.08,0,Fake
49.74,9.49,17.22,0.7,0.7,2.11,0,1.58,1.41,1.05,3.69,0.35,0,Fake
51.89,6.08,14.59,3.51,4.19,0.27,0,1.89,0.27,2.16,7.84,0,0,Fake
44.22,8.62,11.76,2.43,2.23,0.3,0,2.03,0.2,0.3,7.61,0,0,Fake
49.61,9.3,15.97,2.17,2.17,2.64,0.16,2.48,0.93,0.62,3.88,0.16,0.31,Fake
45.6,6.83,11.83,2.1,2.23,1.05,0.26,2.89,0.53,1.05,4.6,0.13,0,Fake
42.72,8.64,12.96,4.32,1.6,4,0.16,2.24,0.48,0.96,4.16,0,0,Fake
41.24,10.2,14.41,1.77,2,1.55,0.67,2.77,1.33,0.44,3.55,0,0,Fake
38.29,10.66,15.83,3.88,1.45,0.65,0.16,0.65,0.32,0.65,2.91,0,0.16,Fake
48,5.44,13.93,1.43,2.86,1.81,0.1,2.39,0.57,2.19,3.53,0.1,0,Fake
44.07,11.05,14.91,1.86,0.53,0.13,0,1.73,1.33,1.33,5.06,0,0.93,Fake
43.5,11.84,15.73,4.08,2.33,0.19,0.19,2.33,0.39,2.14,2.91,0,0,Fake
48.24,8.12,15.83,2.05,2.63,0.9,0,2.95,0.08,0.66,2.38,0,0,Fake
47.2,8.9,13.06,2.15,0.86,0.43,0,1.15,1.58,1,5.16,0,0,Fake
52.21,6.42,13.41,1.57,1.85,2,0.86,1.85,0.86,1.43,3.14,0,0.29,Fake
44.49,8.94,14.66,1.79,2.5,0.43,0.36,2,0.29,0.57,3.65,0.21,0.21,Fake
44.79,9.11,15.49,1.05,2.57,1.09,0.08,1.48,0.19,1.09,2.92,0,0,Fake
38.9,9.22,15.32,5.06,1.62,2.79,0.06,1.95,0.52,1.17,4.55,0,0.19,Fake
42.7,7.5,13.59,3,2.76,1.11,0.1,1.89,0.58,3.09,3.19,0.44,0.15,Fake
46.08,8.64,13.82,1.96,1.5,2.07,0.58,0.92,1.04,1.38,5.76,0,0,Fake
46.93,9.97,14.72,2.45,2.45,0.31,0,2.76,0.15,0.77,5.52,0,0,Fake
47.55,7.03,13.3,1.83,1.22,2.14,0,0.76,0.76,0.92,2.91,0.31,0,Fake
53.38,7.49,16.9,1.23,1.32,1.45,0.51,1.06,0.55,1.4,4.94,0.09,0,Fake
49.83,7.15,13.07,1.01,1.12,1.79,0,2.35,0.89,2.68,3.69,0.56,0.34,Fake
51.08,7.46,14.36,2.01,2.04,0.51,0.26,1.93,0.09,2.04,3.55,0.03,0,Fake
49.9,7.59,13.39,1.47,1.53,0.87,0.07,1.33,0.6,0.73,4.26,0.07,0.2,Fake
38.53,5.7,13.18,4.88,1.71,0.32,0,1.27,0.32,6.53,2.79,0,0.76,Fake
47.76,8.97,16.37,3.7,0.97,0.58,0,2.14,0,0.19,7.41,0,0,Fake
45,6.31,14.5,2.25,2.33,0.53,0.38,2.93,0.15,8.11,2.33,0,0.15,Fake
44.61,8.49,14.56,3.67,2.29,2.18,0,2.06,0.57,1.03,3.33,0,0.46,Fake
44.32,9.54,16.53,3.63,1.27,0.54,0.18,2.54,1,0.82,4.72,0,0.09,Fake
40.73,7.01,14.69,5.68,1.67,0.5,0,3.17,0.17,0.17,7.68,0,0.33,Fake
60.7,6.34,16.48,0.28,2.94,0.09,0,1.8,0.85,1.04,5.97,0,0,Fake
46.45,7.89,13.25,1.39,2.19,0.66,0.13,1.46,0.33,0.8,3.11,0,0.27,Fake
50.26,8.01,14.24,2.25,2.94,0.39,0.26,1.21,0.39,1.17,5.54,0,0.04,Fake
41.04,8.61,13.31,5.91,4,0.3,0.1,1.5,0.2,0.2,3.7,0.2,0.1,Fake
47.91,7.55,13.65,2.12,2.72,0.2,0,1.99,0.4,0.73,4.64,0,0,Fake
50.18,4.98,12.46,2.14,1.42,0.24,0.12,2.02,0.47,4.74,4.74,0.12,0,Fake
49.36,7.22,11.73,0.64,1.03,0.77,0.13,2.58,0.9,0.26,5.28,0,0,Fake
49.16,7.39,14.48,1.58,1.38,0,0.2,2.36,0.49,5.32,2.96,0,0,Fake
49.02,10.38,15.29,1.72,1.31,2.25,0.08,1.47,0.78,0.65,3.15,0.04,0.04,Fake
47.71,9.96,16.54,1.39,1.82,0.43,0,1.9,0,1.04,4.33,0,0,Fake
48.11,10.42,14.58,1.33,1.89,0,0,2.84,0,0.57,2.65,0,0,Fake
56.22,7.43,12.67,2.5,3.13,2.42,0.16,1.72,0.23,0.63,5.55,0,0.08,Fake
46.64,9.47,14.41,3.89,2.91,0.4,0.32,1.13,0.89,0.97,4.78,0,0.08,Fake
44.84,9.43,14.59,2.94,2.14,0.09,0.27,1.42,0.53,1.42,4.63,0.09,0,Fake
54.46,8.6,14.23,2.76,2.34,0.42,0,2.23,0.53,0.64,3.82,0,0,Fake
44.57,6.2,15.7,1.94,1.55,2.33,0.19,2.71,0.97,2.13,3.88,0.97,0.39,Fake
43.58,7.32,14.04,1.98,2.58,0.43,0.09,2.58,0.34,4.39,3.1,0,0,Fake
44.01,9.33,14.04,1.03,1.2,0.17,0,1.8,2.23,0.09,6.59,0,0.26,Fake
39.89,8.85,12.1,1.87,1.62,0.24,0.16,1.87,1.3,0.57,2.19,0,0.49,Fake
46.45,8.5,15.13,2.56,2.33,0,0.23,2.33,0.12,1.05,6.75,0,0.7,Fake
49.87,8.59,14.91,1.52,3.62,0.08,0,2.02,0.25,3.79,3.54,0,0,Fake
44.53,7.8,15.29,2.25,3,1.05,0.3,1.05,0.45,2.25,6.45,0,0,Fake
46.69,8.58,14.1,1.38,2.05,1.48,0.24,1.86,0.76,0.76,3.57,0.24,0.19,Fake
39.79,6.89,12.49,4.56,1.52,1.14,0.22,1.36,0.65,0.98,4.78,0.11,0.6,Fake
40.4,10.28,14.9,1.68,1.47,1.78,0.1,1.05,0.31,1.47,5.35,0.31,0.1,Fake
46.29,8.51,13.91,2.31,1.76,0.55,0.12,2.13,0.85,0.85,3.22,0,0.12,Fake
41.7,8.73,15.39,2.79,4.24,0.24,0.12,3.27,0.36,0.36,1.7,0.12,0,Fake
53.86,7.64,13.61,2.04,1.24,0.66,0.15,1.09,0.87,1.09,3.93,0.07,0.07,Fake
50.65,7.8,12.69,1.01,2.92,1.21,0.2,1.81,0.45,1.06,5.19,0.05,0,Fake
42.06,6.92,16.26,3.18,2.43,2.43,0,0.75,0.93,0,7.1,0,0,Fake
41.4,8.18,14.14,1.87,1.02,1.87,0,2.21,0.17,2.39,3.75,0.34,0.34,Fake
42.5,9.04,14.32,3.35,2,0.3,0.11,0.94,0.23,1.06,4.03,0,0.19,Fake
48.22,9.38,15.19,1.43,2.14,0.31,0,3.67,0.2,1.02,2.55,0,0.1,Fake
40.41,9.01,15.14,1.88,1.66,1.66,0.27,1.61,0.36,0.49,3.41,0,0,Fake
49.66,6.21,14.43,3.86,2.85,0,0,1.01,1.51,1.34,3.02,0,0.67,Fake
47.31,7.35,13.55,2.09,2.66,0.19,0,1.9,0.38,0.7,4.43,0,0,Fake
47.58,9.13,14.22,1.37,2.67,0.97,0,2.42,2.34,0.65,3.63,0,0,Fake
41.35,9.94,17.15,4.17,1.92,1.6,0,1.28,0.32,0.96,3.85,0,0,Fake
47,6.54,14.31,3.95,2.18,0.82,0.14,2.45,0.95,0.41,3.68,0,0,Fake
44.43,9.46,14.77,1.44,1.81,1.93,0.16,1.44,0.21,0.49,3.25,0.04,0.16,Fake
46.83,11.06,16.91,3.09,1.95,1.14,0,2.11,0.16,1.3,5.2,0,0,Fake
46.31,8.31,13.08,1.85,3.23,0.15,0.15,1.23,0.62,1.08,3.23,0,0,Fake
50,6.8,14.89,4.41,1.84,0.18,0.18,2.21,0.37,0.92,4.23,0,0.37,Fake
41.45,9.69,14.81,3.42,1.42,1.99,0.43,1.57,0,2.14,3.42,0.14,0,Fake
55.1,7.31,14.26,0.88,3.19,0.67,0.05,1.96,0.1,0.46,3.4,0.05,0.05,Fake
44.16,7.06,15.02,1.41,2.82,0.13,0,1.93,0.39,0.13,3.34,0.13,0.13,Fake
48.4,7.62,15.78,1.6,1.06,1.95,0,1.6,0.53,1.24,4.79,0,0.18,Fake
44.35,6.81,18.55,3.62,2.75,1.3,0.43,2.46,0.14,1.16,5.51,0,0,Fake
39.8,4.53,14.24,2.76,2.27,1.06,0.14,4.18,0,5.74,2.76,0.07,0.21,Fake
44.31,6.67,15.29,1.76,1.57,0.98,0,2.55,0.59,0.39,4.51,0,0.78,Fake
44.14,8.83,14.12,5.67,2.65,2.52,0.13,1.39,2.02,0.25,4.54,0,0.13,Fake
47.77,9.15,14.33,1.3,2.67,0.97,0,2.51,2.27,0.57,3.56,0,0,Fake
47.02,10.16,14.37,1.33,2.16,0.21,0,1.95,0.51,0.41,3.39,0,0,Fake
46.11,8.56,17.39,1.64,1.21,1.38,0.09,1.3,0.52,1.3,4.15,0,0.09,Fake
44.52,9.31,14.4,2.37,1.34,0.31,0.21,1.75,0.41,0.93,4.83,0.05,0.46,Fake
42,9.12,16.14,2.09,1.79,0.15,0,5.08,0.3,3.29,2.24,0,0,Fake
52.07,5.92,13.81,0.39,1.97,3.35,0.39,2.17,1.18,2.76,3.16,0,0,Fake
50.04,9.29,14.3,0.63,1.88,0.63,0,1.7,0.45,0,3.04,0,0,Fake
49.6,8.99,12.57,2.78,1.19,2.12,0,1.19,0.79,0.79,1.85,0,0.26,Fake
44.09,10.55,16.65,1.52,1.65,1.14,0,1.78,0.64,0.51,3.81,0,0,Fake
50.57,6.86,13,1.14,1.71,0.14,0.71,2.43,0.57,0.86,5.43,0,0.43,Fake
45.24,8.42,13.88,2.03,2.65,2.5,0,1.87,0.47,1.09,5.46,0,0.16,Fake
53.24,6.67,13.07,0.71,2.84,0.71,0.36,2.67,0.8,0.44,3.91,0.18,0.09,Fake
43.32,8.96,15.37,2.01,1.47,0.13,0.27,1.6,0.4,0.8,3.34,0,0.8,Fake
42.14,9.85,14.55,3.04,1.71,2.35,0.1,2.4,0.78,2.45,5.1,0,0,Fake
42.24,10.02,14.68,1.01,2.51,1.79,0.3,1.49,0.66,0.6,3.64,0,0,Fake
38.99,8.23,14.82,5.29,2.43,0.17,0.26,1.21,0.26,0.26,4.77,0,0,Fake
46.25,9.12,13.68,1.79,2.01,2.06,0.05,1.74,0.27,1.03,4.4,0,0,Fake
38.33,6.6,13.37,0.32,2.25,0.48,0,3.86,0.32,1.61,3.86,0,0,Fake
43.07,7.77,17.87,3.66,6.79,0.09,0.27,0.54,0.54,0.63,2.5,0,0,Fake
41.59,10.12,15.85,3.41,1.71,0.85,0,1.34,0.85,0.61,6.1,0,0,Fake
52.16,7.25,14.04,1.23,1.39,0.62,0,1.7,0.93,0.31,3.55,0,0,Fake
41.76,9.62,14.52,5.22,1.79,2.28,0,0.82,0.65,1.47,6.53,0,0,Fake
44.47,9.35,11.9,1.28,1.45,1.02,0.26,1.53,0.51,1.02,3.4,0,0.17,Fake
36.02,5.15,13.81,4.19,2.13,0.25,0.06,1.36,0.06,0.59,13.32,0.03,0,Fake
46.93,9.34,14.55,1.93,1.6,0.5,0.25,2.02,1.35,0.25,4.21,0,0.08,Fake
41.47,8.49,13.47,2.69,1.63,1.06,0.08,1.47,1.39,0.65,5.96,0,0.98,Fake
48.38,9.89,12.05,3.6,2.88,0.18,1.08,2.7,1.44,0.72,4.86,0,0.36,Fake
50.88,7.42,16.43,1.99,2.15,0.16,0.32,2.47,0.4,1.2,9.65,0,0.08,Fake
44.63,8.9,15.92,1.53,2.06,3.24,0,1.71,0.35,1,3.3,0,0.06,Fake
51.02,8.3,15.4,0.84,2.05,0,0,3.01,1.08,5.54,3.25,0.12,0.12,Fake
40.37,5.7,14.64,0.92,1.23,3.08,0.31,1.54,0.46,1.39,3.7,0,0.15,Fake
49.39,9.56,14.65,1.69,0.48,0.97,0,1.82,1.09,0.36,5.33,0,0.24,Fake
42.25,9.65,14.87,2.53,0.95,0.47,0.79,1.58,0.32,0.47,6.01,0,0,Fake
45.2,5.86,13.76,1.71,2.33,0.63,0,2.56,0.51,3.87,4.15,0.23,0.23,Fake
56.41,8.15,12.48,3.33,1.83,0.5,0,0.5,0.17,2.83,3.66,0.17,0,Fake
50.46,7.78,15.84,1.74,1.63,0.27,0.11,1.85,0.76,0.38,3.76,0,0,Fake
53.71,7.28,16.38,0.52,2.47,1.82,0.39,1.3,1.04,1.43,4.29,0.26,0.39,Fake
51.77,8.38,13.59,1.49,1.3,0.74,0,0.93,1.86,0.19,4.84,0.19,0.19,Fake
39.48,7.84,18.08,6.09,1.11,0.09,0.37,0.92,1.38,0.74,3.23,0,0.18,Fake
49.65,8.64,15.48,1.58,1.69,1.58,0.12,2.45,0.23,1.75,3.91,0.18,0,Fake
49.14,7.33,12.48,1.72,1.4,2.03,0.16,1.4,0,3.9,5.3,0,0.16,Fake
44.89,7.36,14.88,1.38,2.33,0.48,0,3.81,0,4.87,1.75,0,0,Fake
44.09,9.85,15.5,1.91,1.4,2.2,0.15,1.69,0.44,1.03,3.38,0,0.07,Fake
51.24,9.83,14.55,1.13,1.05,0.23,0,1.95,1.2,0.45,4.43,0,0.23,Fake
49.06,11.37,15.54,2.01,1.73,0.58,0.43,0.72,0.72,1.73,6.04,0,0.14,Fake
47.39,7.31,15.89,3.42,1.33,0.35,0,1.68,0.46,0.06,3.6,0,0,Fake
42.84,10.41,14.73,4.16,2.6,0.31,0.21,1.25,0.47,0.68,5.1,0,0,Fake
43.96,9,14.78,3.6,1.67,0.77,0,1.16,0,0,6.68,0,0,Fake
45.93,9.56,12.41,3.1,2.01,0.42,0.42,1.51,1.84,2.1,3.27,0,0.17,Fake
50.49,7.46,15.27,2.88,2.79,0.45,0,1.62,0.63,5.21,6.56,0,0,Fake
48.47,7.83,15.14,2.01,2.01,0.3,0.07,1.86,0.37,0.89,4.47,0.07,0.15,Fake
47.56,7.51,16.81,1.19,1.07,1.07,0,1.43,0.72,0.6,4.17,0,0.12,Fake
47.93,8.92,14.54,0.92,2.12,1.01,0.18,2.58,0.55,0.74,3.04,0,0,Fake
41.56,8.15,14.24,2.18,1.61,0.69,0.11,2.3,0.8,0.69,2.53,0,0.23,Fake
47.19,7.47,13.46,0.65,1.11,1.11,0.09,1.66,0.37,1.2,1.84,0.18,0,Fake
50.16,9.06,13.92,1.13,0.49,0.32,0,2.27,0.97,0.32,4.37,0,0,Fake
47.66,10.44,14.64,1.56,1.87,0,0,2.18,0,0.47,2.8,0,0,Fake
43.12,12.49,14.4,2.01,1.28,2.92,0.18,1,1.46,0.27,3.28,0,0,Fake
44.32,6.9,14.79,2.16,2.75,0.19,0.04,2.14,0.51,2.09,4.3,0.02,0.13,Fake
47.06,9.15,16.85,3.22,1.96,0.23,0.09,1.26,0.56,0.61,3.55,0,0.05,Fake
42.27,6.91,14.23,3.43,1.23,0.14,0.28,0.91,0.32,0.7,5.26,0,0.74,Fake
42.16,8.86,13.77,1.44,0.96,0.96,0,0.84,1.32,0.6,2.87,0,0.24,Fake
44.23,6.85,13.5,1.57,2.35,0,0.39,3.13,0.2,9.78,2.74,0,0,Fake
50.34,7.31,12.63,2.11,1.79,0.4,0.12,1.83,0.64,1.35,3.1,0,0.04,Fake
46.6,8.33,15.61,2.64,3.12,1.92,0.08,1.04,0.72,1.04,7.05,0,0.08,Fake
49.26,8.53,14.96,1.11,1.85,1.55,0.06,1.79,0.74,0.43,4.14,0,0.06,Fake
45.12,10.31,14,2.21,2.39,0.37,0,2.21,0.55,0.55,3.68,0,0.55,Fake
42.89,8.16,12.97,2.72,0.63,1.46,0.31,0.73,1.36,2.09,5.96,0,0.21,Fake
43.93,10.98,15.8,2.89,3.85,0.39,0,1.73,0.19,0.39,3.28,0,0.19,Fake
43.76,9.08,13.94,4.38,0.97,1.94,0,1.62,0.81,0.49,4.38,0,0.16,Fake
50.07,8.77,15.61,0.72,2.2,1.39,0,1.84,0.22,0.67,3.55,0,0,Fake
39.38,8.05,15.13,3,0.75,1.29,0.97,1.5,0.11,1.5,3.11,0,0.11,Fake
43.78,9.88,15.16,3.07,3.92,0.17,0,2.21,0.34,0.51,3.07,0,0,Fake
46.92,8.4,15.55,2.94,3.5,0.84,0.14,2.38,1.26,1.12,4.76,0,0,Fake
46.55,8.49,14.09,1.58,2.06,1.49,0.24,1.87,0.77,0.77,3.6,0.24,0.19,Fake
42.41,7.24,11.72,2.59,1.03,0,0,1.38,0.52,1.03,4.48,0,0.69,Fake
42.14,7.32,14.29,2.86,2.14,0.71,0.18,1.07,2.14,1.07,3.21,0,0,Fake
42.18,4.96,14.12,6.3,2.1,1.15,0.19,2.29,0,0.38,4.01,0,0.57,Fake
47.19,8.67,12.52,2.89,1.93,0.16,0.16,1.61,0.64,1.28,3.53,0,1.28,Fake
50.11,8.76,15.73,0.56,3.15,0.34,0.22,2.47,0,1.12,2.58,0,0.11,Fake
44.99,7.89,13.5,1.28,1.63,0.43,0.07,1.56,0.43,0.71,4.48,0,0,Fake
47.03,7.59,12.54,2.48,1.65,0.66,0,1.32,1.49,1.49,6.44,0,0.33,Fake
48.09,9.58,15.65,1.13,1.44,0.62,0.21,1.44,0.51,0.72,4.74,0,0,Fake
55.49,5.02,14.11,1.18,2.9,0.16,0.08,1.65,0.08,1.65,5.96,0,0,Fake
54.81,7.11,12.12,2.9,3.29,0.53,0.26,3.16,0.66,0.79,3.03,0.13,0.53,Fake
38.79,9.17,15.32,5.02,1.57,2.82,0.13,1.95,0.5,1.13,4.52,0,0.19,Fake
32.61,2.86,12.28,8.87,2.46,0.14,0.14,2.86,0.82,0.41,3.96,0,0,Fake
47.45,9.83,15.41,1.09,1.82,1.09,0.24,2.67,0.12,1.46,4.85,0.36,0,Fake
41.03,8.19,15.38,2.14,1.28,1.28,0.14,1.42,1.28,2.35,3.85,0,0.07,Fake
45.6,8.79,16.12,1.65,0.73,0.18,0.18,1.1,1.1,1.28,7.51,0,0.18,Fake
48.21,10.64,13.62,1.89,1.49,0.99,0,1.69,0.3,1.09,2.78,0,0.2,Fake
44.11,8.05,15.5,0.6,1.19,0.6,0,2.98,0.89,0.6,1.49,0,0,Fake
41.82,9.31,13.09,3.39,2.14,0.62,0.28,0.73,0.11,0.73,5.02,0,0.06,Fake
49,7.69,15.38,2.43,2.36,1.25,0.21,1.52,0.69,1.39,5.47,0.07,0,Fake
46.8,8.11,13.23,0.71,2.42,0.28,0,4.27,0,13.09,2.7,0.28,0,Fake
44.15,9.99,15.7,0.72,1.05,0.59,0.13,1.51,0.13,0.46,5.39,0,0.2,Fake
45.12,6.95,18.49,3.25,2.81,1.04,0.59,2.66,0.15,1.04,5.77,0,0,Fake
40.76,9.75,14.46,2.32,1.67,1.23,0,1.64,0.34,0.55,3.72,0,0.14,Fake
50.29,6.86,13.9,1.52,1.14,2.86,0.19,1.33,2.29,0.95,2.29,0,0.57,Fake
41.13,8.89,13.44,3.38,1.98,0.36,0.06,1.62,0.36,1.05,5.96,0.12,0.24,Fake
44.14,10.13,14.91,3.04,2.6,0,0,2.89,2.32,0.43,4.05,0,0.14,Fake
53.46,8.73,14.4,1.52,1.39,0.97,0,2.22,2.22,0,3.32,0,0,Fake
54.06,8.35,12.64,1.22,2.01,0.59,0.11,1.24,0.45,0.51,3.9,0,0.85,Fake
40.89,8.33,12.49,2.59,3.33,0.09,0.19,4.16,1.2,1.67,3.61,0,0.09,Fake
45.26,8.7,14.65,2.97,2.53,0.55,0.22,1.21,0.11,0.33,7.16,0.11,0.33,Fake
38.29,5.89,13.33,2.02,0.62,1.86,0.62,1.86,0.31,0.93,4.5,0,0,Fake
46.18,9.68,17.13,0.93,1.86,0.56,0,1.3,0.93,0.37,3.17,0,0,Fake
46.25,7.68,10.86,0.56,2.43,2.81,0.19,1.31,1.87,1.87,1.31,0.56,0.19,Fake
54.84,6.22,14.44,0.37,1.83,1.1,0.18,0.55,2.19,0.91,3.47,0,0,Fake
47.55,7.08,13.02,3.06,2.45,1.14,0,1.05,0.26,0.26,6.21,0,0.09,Fake
46.67,8.38,13.9,1.9,1.52,0.19,0.19,0.57,1.14,0.95,6.29,0,0.57,Fake
